#{"t_start": 1675763379.8565452, "env_id": null}
r,l,t
-77.0,22,112.962925
-130.0,25,112.99484
-110.0,25,113.025757
-98.0,23,113.05468
-67.0,22,113.080611
-149.0,24,113.111528
6.0,9,113.123496
-44.0,19,113.147432
-32.0,17,113.167378
-15.0,10,113.180344
-28.0,13,113.197333
-29.0,14,113.210297
-40.0,15,113.226255
4.0,11,113.240219
-41.0,16,113.256176
7.0,8,113.263157
-61.0,16,113.282107
-20.0,15,113.299061
-19.0,14,113.312028
-64.0,19,113.333971
6.0,9,113.34391
-37.0,12,113.355902
21.0,4,113.360886
29.0,6,113.366846
-7.0,12,113.380808
19.0,6,113.386792
-98.0,23,113.412747
30.0,5,113.418706
-77.0,22,113.442642
-42.0,17,113.460627
-31.0,16,113.480567
-20.0,15,113.497521
-33.0,18,113.515473
-109.0,24,113.543401
-109.0,24,113.571298
-6.0,11,113.583267
-87.0,22,113.607202
-29.0,14,113.624156
-47.0,22,113.65111
7.0,8,113.659089
-32.0,17,113.680032
-31.0,16,113.697959
-2.0,7,113.704941
-33.0,18,113.725885
30.0,5,113.731871
-120.0,25,113.760791
-97.0,22,113.784752
8.0,7,113.794701
-28.0,13,113.807667
-41.0,16,113.825645
-73.0,18,113.847584
-96.0,21,113.8705
-57.0,22,113.89643
29.0,6,113.903424
-90.0,25,113.930372
-40.0,15,113.947318
-56.0,21,113.970232
-86.0,21,113.993205
-107.0,22,114.021115
-52.0,17,114.04108
-37.0,22,114.063017
-80.0,25,114.090943
16.0,9,114.101915
30.0,5,114.1069
16.0,9,114.116874
28.0,7,114.123855
-21.0,16,114.142805
-12.0,7,114.148789
23.0,12,114.160758
-52.0,17,114.180705
-7.0,12,114.192672
-78.0,23,114.218601
-29.0,14,114.234566
7.0,8,114.24154
13.0,12,114.256501
-79.0,24,114.280437
2.0,13,114.295396
-8.0,13,114.316339
-5.0,10,114.332297
-117.0,22,114.355203
19.0,6,114.361219
-28.0,13,114.377176
-44.0,19,114.398122
-62.0,17,114.416074
15.0,10,114.426046
-21.0,16,114.443999
-84.0,19,114.464942
-62.0,17,114.482895
-40.0,15,114.498853
-55.0,20,114.520794
-7.0,12,114.535755
-83.0,18,114.553707
-25.0,20,114.575648
-140.0,25,114.602575
-31.0,16,114.622522
-4.0,9,114.6305
19.0,6,114.638478
22.0,13,114.651445
-55.0,20,114.673386
6.0,9,114.683364
5.0,10,114.69433
-28.0,13,114.70929
-63.0,18,114.728239
-104.0,19,114.753139
0.0,15,114.770125
-19.0,14,114.786083
18.0,7,114.792067
19.0,6,114.798051
3.0,12,114.81301
-15.0,10,114.823982
-97.0,22,114.846923
-76.0,21,114.868863
-45.0,20,114.890803
32.0,3,114.895789
29.0,6,114.901773
-120.0,25,114.928706
-7.0,12,114.943664
4.0,11,114.954636
32.0,3,114.956628
31.0,4,114.961615
-116.0,21,114.983557
12.0,13,114.998517
-6.0,11,115.01045
-114.0,19,115.036381
-107.0,22,115.060352
-55.0,20,115.081262
-74.0,19,115.101209
29.0,6,115.108191
-168.0,23,115.135119
30.0,5,115.141103
-44.0,19,115.164042
-62.0,17,115.182991
-9.0,14,115.199945
-28.0,13,115.2169
19.0,6,115.222884
-13.0,8,115.23186
-105.0,20,115.255796
-11.0,16,115.277738
-97.0,22,115.301674
-31.0,16,115.320623
12.0,13,115.337577
-19.0,14,115.354532
-45.0,20,115.378468
-18.0,23,115.404399
-82.0,17,115.427338
4.0,11,115.440305
-38.0,13,115.454265
17.0,8,115.465236
-52.0,17,115.484185
-8.0,13,115.50114
21.0,4,115.507124
-34.0,19,115.530063
-25.0,10,115.542031
-140.0,25,115.571951
15.0,10,115.583919
-39.0,14,115.598879
20.0,5,115.604865
-25.0,10,115.617828
-17.0,12,115.633786
28.0,7,115.640767
-24.0,19,115.664703
-98.0,23,115.694623
-97.0,22,115.720554
-5.0,10,115.733519
-42.0,17,115.753466
2.0,13,115.771418
-39.0,14,115.78937
-55.0,20,115.813306
8.0,7,115.820287
-128.0,23,115.849209
-52.0,17,115.868159
-5.0,10,115.880127
8.0,7,115.8901
19.0,6,115.897082
-58.0,23,115.923012
-9.0,14,115.939967
-87.0,22,115.967892
-8.0,13,115.980858
